PO_NO,PL_NO,DLVRY_START_DT,DLVRY_END_DT,DLVRY_QTY,DROP_FLAG,EXTND_DP,RNOTE_QTY,IMMS_PO_SR
T1810242,31320478,10-09-18,12-11-18,503,N,28-02-19,0,
T1810242,31320478,01-02-19,21-03-19,597,N,16-08-19,0,
T1810243,33503825,06-09-18,30-09-19,4,N,15-01-21,0,1
T1810244,31320533,06-09-18,29-09-18,450,N,31-10-18,0,
T1810245,30070340,08-10-18,30-04-19,2598,N,01-05-19,0,
T1810246,33500599,01-02-19,21-03-19,1472,N,21-03-19,0,
T1810247,33500599,01-09-18,28-02-19,736,Y,28-02-19,0,1
T1810248,33500599,01-02-19,21-03-19,2207,N,21-03-19,0,
T1810249,30070340,06-09-18,29-09-18,1000,N,30-11-18,0,
T1810250,31320673,06-09-18,10-11-18,267,N,10-11-18,0,
T1810250,31320673,01-02-19,30-03-19,316,N,30-03-19,0,
T1810250,31327011,06-09-18,10-11-18,280,N,10-11-18,0,
T1810250,31327011,01-02-19,30-03-19,301,N,30-03-19,0,
T1810250,31327102,06-09-18,10-11-18,369,N,10-11-18,0,
T1810250,31327102,01-02-19,30-03-19,236,N,30-03-19,0,
T1810250,31327515,06-09-18,10-11-18,323,N,10-11-18,0,
T1810250,31327515,01-02-19,30-03-19,271,N,30-03-19,0,
T1810251,33509440,07-09-18,28-02-19,506,Y,28-02-19,0,1
T1810252,33503709,07-09-18,09-03-19,268,Y,09-03-19,0,1
T1810253,33503709,01-02-19,30-03-19,804,N,30-03-19,0,
T1810254,33503709,01-02-19,30-03-19,536,N,30-03-19,0,
T1810255,33501452,01-02-19,21-03-19,1089,N,21-03-19,0,
T1810256,33501452,01-02-19,21-03-19,389,N,10-06-19,0,
T1810257,30020724,12-09-18,15-12-18,1410,N,15-12-18,0,
T1810257,30020724,01-02-19,21-03-19,940,N,21-03-19,0,
T1810257,30020724,01-04-19,31-05-19,532,N,31-05-19,0,
T1810257,30020736,12-09-18,15-11-18,1020,N,15-11-18,0,
T1810257,30020736,01-02-19,21-03-19,1180,N,21-03-19,0,
T1810257,30020736,01-04-19,31-05-19,294,N,31-05-19,0,
T1810258,30020748,12-09-18,15-11-18,945,N,15-11-18,0,
T1810258,30020748,01-02-19,21-03-19,955,N,21-03-19,0,
T1810258,30020748,01-04-19,31-05-19,524,N,31-05-19,0,
T1810259,31037070,01-01-19,28-02-19,600,N,28-02-19,0,
T1810260,30020440,23-10-18,31-12-18,753,N,20-03-19,0,
T1810260,30020440,01-04-19,31-05-19,754,N,31-05-19,0,
T1810260,30020440,01-06-19,31-07-19,753,N,31-07-19,0,
T1810261,30020669,01-04-19,31-08-19,953,N,31-08-19,0,
T1810262,31990101,07-09-18,22-10-18,74,N,30-03-19,0,
T1810262,31990101,23-10-18,31-12-18,72,N,30-03-19,0,
T1810262,31990101,01-04-19,31-05-19,72,N,31-05-19,0,
T1810262,31990101,01-06-19,31-07-19,73,N,31-07-19,0,
T1810263,31990101,07-09-18,30-11-18,78,N,30-11-18,0,
T1810263,31990101,01-04-19,29-06-19,78,N,29-06-19,0,
T1810264,31010131,11-09-18,10-11-18,2200,N,30-11-18,0,
T1810265,33500125,01-04-19,31-05-19,350,N,31-05-19,0,
T1810265,33500125,01-06-19,31-10-19,350,N,31-10-19,0,
T1810266,33500125,01-04-19,31-05-19,150,N,31-05-19,0,
T1810266,33500125,01-03-19,30-04-19,150,N,30-04-19,0,
T1810267,30020724,17-09-18,25-03-19,470,N,25-03-19,0,1
T1810268,30027019,17-09-18,31-12-18,5,Y,31-12-18,0,1
T1810268,31990101,17-09-18,31-12-18,4,Y,31-12-18,0,2
T1810269,30051149,01-04-19,31-05-19,113,N,23-08-19,0,
T1810269,30051149,17-09-18,26-11-18,423,N,28-11-18,0,
T1810269,30051149,01-02-19,30-03-19,422,N,30-03-19,0,
T1810270,30027019,17-09-18,30-03-19,95,Y,30-03-19,0,1
T1810270,31990101,17-09-18,30-03-19,67,Y,30-03-19,0,2
T1810271,30051149,01-02-19,30-03-19,227,N,05-09-19,0,1
T1810271,35057026,01-02-19,30-03-19,120,N,31-12-19,0,2
T1810271,35057026,17-09-18,26-11-18,120,N,05-03-19,0,3
T1810272,35057026,17-09-18,30-01-19,60,Y,30-01-19,0,1
T1810273,35057026,17-09-18,26-11-18,80,N,26-11-18,0,
T1810273,35057026,01-02-19,30-03-19,80,N,30-03-19,0,
T1810274,30070340,15-09-18,17-11-18,650,N,08-12-18,0,
T1810275,31320028,01-10-18,30-11-18,220,N,30-11-18,0,
T1810276,31990101,24-09-18,15-11-18,146,N,15-11-18,0,
T1810277,31990101,10-10-18,28-02-19,15,Y,28-02-19,0,1
T1810278,31990101,25-09-18,24-12-18,219,Y,24-12-18,0,
T1810279,31010301,27-09-18,15-11-18,1230,N,15-03-19,0,
T1810279,31010301,01-02-19,28-02-19,480,N,10-06-19,0,
T1810280,33500230,15-02-19,20-03-19,152,N,20-03-19,0,
T1810280,33500230,01-04-19,30-05-19,212,N,30-05-19,0,
T1810280,33500230,01-06-19,31-08-19,242,N,31-08-19,0,
T1810281,33500113,15-02-19,20-03-19,220,N,01-06-19,0,
T1810281,33500113,01-04-19,30-05-19,220,N,30-05-19,0,
T1810281,33500113,01-06-19,31-07-19,220,N,31-07-19,0,
T1810281,33500113,01-08-19,30-09-19,220,N,30-09-19,0,
T1810282,33500113,01-01-19,30-03-19,220,Y,30-07-19,0,1
T1810283,33500538,01-04-19,29-06-19,784,N,30-11-19,0,1
T1810284,33500538,01-01-19,15-02-19,256,N,15-02-19,0,
T1810284,33500538,01-04-19,29-06-19,768,N,31-08-19,0,
T1810285,33500265,25-09-18,31-12-18,692,Y,31-12-18,0,
T1810286,33500289,25-09-18,30-03-19,124,N,20-07-19,0,
T1810286,33500307,25-09-18,30-03-19,136,N,20-07-19,0,
T1810287,33500290,25-09-18,30-03-19,187,Y,30-03-19,0,1
T1810288,33500290,25-09-18,30-03-19,101,Y,30-03-19,0,1
T1810289,33500290,01-02-19,21-03-19,252,N,21-03-19,0,
T1810289,33500290,01-04-19,31-05-19,251,N,31-05-19,0,
T1810289,33500307,01-02-19,21-03-19,237,N,21-03-19,0,
T1810289,33500307,01-04-19,31-05-19,237,N,31-05-19,0,
T1810290,33500289,01-04-19,31-05-19,622,N,30-09-19,0,
T1810290,33500290,01-04-19,31-05-19,939,N,30-09-19,0,
T1810290,33500307,01-02-19,21-03-19,443,N,06-07-19,0,
T1810290,33500307,01-04-19,31-05-19,443,N,30-09-19,0,
T1810291,33500551,25-09-18,31-12-18,406,N,15-01-19,0,
T1810291,33500551,01-04-19,29-06-19,608,N,29-06-19,0,
T1810292,33500551,25-09-18,24-01-19,125,Y,24-01-19,0,1
T1810293,33500551,25-09-18,24-01-19,187,Y,24-01-19,0,1
T1810294,33500551,01-03-19,30-04-19,218,N,30-04-19,0,
T1810294,33500551,01-05-19,29-06-19,328,N,29-06-19,0,
T1810295,33500526,01-01-19,30-03-19,600,N,13-07-19,0,1
T1810296,33500526,02-12-19,31-12-19,720,N,31-12-19,0,1
T1810296,33500526,15-02-19,20-03-19,600,N,31-05-19,0,3
T1810296,33500526,01-06-19,31-07-19,600,N,31-07-19,0,4
T1810296,33500526,01-04-19,30-05-19,600,N,30-05-19,0,5
T1810296,33500526,01-08-19,30-09-19,600,N,30-11-19,0,2
T1810297,33501403,01-10-18,30-03-19,1702,N,30-03-19,0,
T1810298,33501403,01-04-19,31-05-19,5532,Y,24-06-19,0,
T1810299,33501403,01-05-19,31-05-19,2978,N,31-05-19,0,
T1810300,30020440,20-09-18,31-12-18,200,Y,30-03-19,0,1
T1810300,30020669,20-09-18,31-12-18,140,Y,30-03-19,0,2
T1810300,30027019,20-09-18,31-12-18,18,Y,30-03-19,0,3
T1810300,31990101,20-09-18,31-12-18,12,Y,30-03-19,0,4
T1810301,33500071,27-08-19,30-11-19,888,N,30-11-19,0,1
T1810301,33500071,01-04-19,29-06-19,741,N,29-06-19,0,2
T1810301,33500071,01-01-20,31-03-20,740,N,31-03-20,0,3
T1810301,33500071,01-10-19,31-12-19,740,N,04-01-20,0,4
T1810301,33500071,01-07-19,30-09-19,740,N,30-09-19,0,5
T1810302,30984828,01-10-18,16-11-18,500,N,31-12-18,0,
T1810303,33500186,01-10-18,31-10-18,1667,N,31-10-18,0,
T1810303,33500186,01-11-18,30-11-18,1666,N,31-05-19,0,
T1810304,33500186,01-10-18,30-03-19,666,Y,30-03-19,0,1
T1810305,35067056,15-09-18,15-12-18,145,N,25-02-19,0,
T1810305,35067056,01-02-19,21-03-19,135,N,31-05-19,0,
T1810306,31310072,01-10-18,30-11-18,4000,N,30-11-18,0,
T1810307,33500411,01-02-19,28-02-19,1130,N,01-05-19,0,
T1810307,33500411,01-04-19,30-04-19,1130,N,01-05-19,0,
T1810308,31037112,10-10-18,10-04-19,86,Y,10-04-19,0,1
T1810309,31037112,10-10-18,10-04-19,86,Y,10-04-19,0,1
T1810309,31037124,10-10-18,10-04-19,130,Y,10-04-19,0,2
T1810310,31037112,10-10-18,19-01-19,898,Y,23-03-19,0,
T1810310,31037112,01-02-19,21-02-19,402,Y,23-03-19,0,
T1810310,31037124,10-10-18,10-01-19,600,Y,23-03-19,0,
T1810310,31037124,01-02-19,21-02-19,310,Y,23-03-19,0,
T1810311,31037124,10-10-18,10-01-19,390,N,10-01-19,0,
T1810312,31310072,27-09-18,30-11-18,2000,N,30-11-18,0,
T1810313,30070340,27-09-18,30-11-18,1000,N,30-11-18,0,
T1810314,30070340,20-10-18,10-11-18,991,N,16-11-18,0,
T1810315,31050128,01-04-19,31-05-19,300,N,31-05-19,0,1
T1810315,31050128,01-06-19,31-07-19,300,N,31-07-19,0,2
T1810315,31050128,12-09-19,31-01-20,305,N,31-01-20,0,3
T1810315,31050128,01-11-19,28-02-20,329,N,28-02-20,0,4
T1810315,31050128,01-08-19,31-10-19,328,N,31-10-19,0,5
T1810316,33503527,01-04-19,29-06-19,12,Y,29-06-19,0,1
T1810316,33503527,01-11-19,31-12-19,14,Y,31-12-19,0,2
T1810316,33503527,02-09-19,31-10-19,12,Y,31-10-19,0,3
T1810316,33503527,01-07-19,31-08-19,12,Y,31-08-19,0,4
T1810317,33503527,01-01-20,31-01-20,36,N,31-01-20,0,1
T1810317,33503527,01-04-19,29-06-19,30,N,29-06-19,0,2
T1810317,33503527,01-11-19,31-12-19,31,N,31-12-19,0,3
T1810317,33503527,02-09-19,31-10-19,30,N,30-11-19,0,4
T1810317,33503527,01-07-19,31-08-19,30,N,10-10-19,0,5
T1810318,33503527,01-04-19,29-06-19,20,N,29-06-19,0,1
T1810318,33503527,02-07-19,31-12-19,20,N,31-12-19,0,2
T1810318,33503527,02-07-19,31-10-19,20,N,31-10-19,0,3
T1810318,33503527,01-07-19,31-08-19,20,N,31-08-19,0,4
T1810318,33503527,07-01-20,31-01-20,24,N,31-01-20,0,5
T1810319,30070340,01-10-18,31-12-18,500,N,31-12-18,0,
T1810319,31310072,01-10-18,31-12-18,2500,N,31-12-18,0,
T1810320,33500538,03-10-18,31-01-19,384,N,31-01-19,0,1
T1810321,33500538,03-10-18,31-01-19,256,N,31-01-19,0,1
T1810322,31038311,08-10-18,20-12-18,216,Y,20-12-18,0,
T1810322,31038311,02-04-19,30-05-19,324,Y,30-05-19,0,
T1810323,31038311,08-10-18,21-03-19,114,Y,21-03-19,0,
T1810323,31038311,02-04-19,30-05-19,171,Y,30-05-19,0,
T1810324,33500587,01-04-19,31-05-19,4876,N,10-07-20,0,1
T1810325,33500587,01-10-18,30-03-19,975,Y,30-03-19,0,1
T1810326,31010131,05-10-18,10-12-18,1500,N,10-12-18,0,
T1810327,31010131,05-10-18,10-12-18,1500,N,10-12-18,0,
T1810328,30037542,12-10-18,20-12-18,385,N,20-12-18,0,
T1810328,30037542,04-12-18,30-04-19,512,N,30-04-19,0,
T1810329,33500186,05-10-18,31-12-19,500,N,31-12-19,0,
T1810330,30037542,04-12-18,30-04-19,628,N,30-04-19,0,
T1810330,30037542,12-10-18,20-12-18,470,N,20-12-18,0,
T1810331,31037112,15-10-18,15-04-19,86,Y,15-04-19,0,1
T1810331,31037124,15-10-18,15-04-19,130,Y,15-04-19,0,2
T1810332,31980648,15-10-18,16-11-18,381,N,15-12-19,0,1
T1810333,31038311,12-10-18,30-03-19,58,Y,30-03-19,0,1
T1810334,35017028,15-10-18,20-04-19,134,Y,20-04-19,0,1
T1810335,35017028,01-03-19,30-04-19,672,N,10-08-19,0,1
T1810335,35017028,01-08-19,30-08-19,403,N,30-04-20,0,2
T1810335,35017028,01-05-19,31-07-19,671,N,30-04-20,0,3
T1810336,33500046,11-10-18,29-06-19,200,Y,31-10-19,0,1
T1810336,33503813,11-10-18,29-06-19,80,Y,29-06-19,0,2
T1810337,30011085,16-10-18,15-12-18,2500,N,15-12-18,0,
T1810338,33503904,02-04-19,31-05-19,531,Y,31-05-19,0,1
T1810338,33503904,15-01-19,28-02-19,532,Y,28-02-19,0,2
T1810339,33503904,15-01-19,28-02-19,228,N,28-02-19,0,
T1810339,33503904,02-04-19,31-05-19,228,N,31-05-19,0,
T1810340,33502204,01-08-19,30-09-19,223,N,31-01-20,0,1
T1810340,33502204,01-03-19,30-04-19,224,N,31-01-20,0,2
T1810340,33502204,01-05-19,29-06-19,224,N,31-01-20,0,3
T1810340,33502204,01-10-19,30-11-19,223,N,31-01-20,0,4
T1810340,33502204,30-04-20,15-07-20,268,N,15-07-20,0,9
T1810340,33502215,01-10-19,30-11-19,224,N,31-01-20,0,5
T1810340,33502215,01-05-19,29-06-19,224,N,31-01-20,0,6
T1810340,33502215,01-03-19,30-04-19,225,N,31-01-20,0,7
T1810340,33502215,01-08-19,30-09-19,224,N,31-01-20,0,8
T1810340,33502215,30-04-20,15-07-20,268,N,15-07-20,0,10
T1810341,30027019,18-10-18,16-04-19,370,N,20-07-19,0,
T1810342,30027019,18-10-18,31-05-19,864,N,31-05-19,0,
T1810343,33509530,18-10-18,20-12-18,3400,N,04-05-19,0,
T1810344,33503539,01-12-18,31-01-19,80,N,31-01-19,0,
T1810344,33503539,18-01-19,31-05-19,98,N,31-05-19,0,
T1810344,33503539,01-06-19,31-08-19,98,N,31-08-19,0,
T1810344,33503539,02-09-19,30-11-19,98,N,30-11-19,0,
T1810344,33503539,01-12-19,31-12-19,112,N,31-12-19,0,
T1810345,33503539,01-12-18,31-01-19,60,N,05-02-19,0,
T1810345,33503539,18-01-19,31-05-19,65,N,31-05-19,0,
T1810345,33503539,01-06-19,31-08-19,65,N,31-08-19,0,
T1810345,33503539,02-09-19,30-11-19,60,N,30-11-19,0,
T1810345,33503539,01-12-19,31-12-19,75,N,31-12-19,0,
T1810346,33503539,01-12-18,30-11-19,250,N,30-11-19,0,
T1810347,33503539,01-12-18,30-11-19,374,N,30-11-19,0,
T1810348,31047129,01-11-18,30-04-19,4,Y,30-04-19,0,1
T1810348,31047130,01-11-18,30-04-19,4,Y,30-04-19,0,2
T1810349,31047129,01-06-19,31-07-19,19,N,31-07-19,0,
T1810349,31047129,09-08-19,15-10-19,17,N,15-10-19,0,
T1810349,31047129,01-08-19,16-09-19,19,N,16-09-19,0,
T1810349,31047129,01-10-19,30-11-19,19,N,30-11-19,0,
T1810349,31047130,01-03-19,31-05-19,33,N,31-05-19,0,
T1810349,31047130,01-07-19,31-07-19,33,N,31-07-19,0,
T1810350,31047129,09-08-19,15-10-19,17,N,15-10-19,0,1
T1810350,31047129,01-10-19,30-11-19,18,N,30-11-19,0,2
T1810350,31047129,01-08-19,30-09-19,19,N,30-09-19,0,3
T1810350,31047129,01-06-19,31-07-19,19,N,31-07-19,0,4
T1810350,31047130,01-03-19,29-06-19,34,N,31-08-19,0,5
T1810350,31047130,01-07-19,30-11-19,14,N,30-11-19,0,6
T1810351,31047129,01-04-19,31-05-19,35,N,31-05-19,0,
T1810351,31047129,01-06-19,31-07-19,35,N,31-07-19,0,
T1810351,31047129,01-08-19,30-09-19,35,N,30-09-19,0,
T1810351,31047129,08-08-19,30-09-19,35,N,30-09-19,0,
T1810351,31047129,09-08-19,15-10-19,40,N,15-10-19,0,
T1810351,31047130,01-11-18,15-01-19,32,N,15-01-19,0,
T1810351,31047130,16-01-19,28-02-19,42,N,28-02-19,0,
T1810351,31047130,01-04-19,30-09-19,23,N,30-09-19,0,
T1810352,30010755,01-11-18,15-12-18,2371,N,15-12-18,0,
T1810352,30010755,01-02-19,20-03-19,3929,N,20-03-19,0,
T1810352,35017016,01-11-18,15-12-18,1040,N,15-12-18,0,
T1810352,35017016,01-02-19,20-03-19,1060,N,20-03-19,0,
T1810353,33509001,27-10-18,30-04-19,117,N,30-04-19,0,
T1810354,33509001,27-10-18,30-04-19,61,N,30-04-19,0,
T1810355,33509001,27-10-18,30-04-19,43,N,30-09-19,0,
T1810356,33500459,27-10-18,31-01-19,407,N,31-01-19,0,
T1810356,33509001,27-10-18,31-01-19,1407,N,31-01-19,0,
T1810357,33500459,27-10-18,30-03-19,219,N,30-03-19,0,
T1810357,33509001,01-03-19,30-04-19,758,N,30-04-19,0,
T1810358,31010088,23-10-18,31-12-18,300,N,31-05-19,0,1
T1810358,31010088,01-04-19,29-06-19,141,N,30-09-19,0,2
T1810358,31010088,01-02-19,20-03-19,579,N,30-09-19,0,3
T1810358,31010088,31-10-19,31-10-19,283,N,31-10-19,0,4
T1810359,31010088,01-02-19,20-03-19,496,N,30-03-19,0,
T1810359,31010088,01-04-19,29-06-19,496,N,29-06-19,0,
T1810359,31017010,01-02-19,20-03-19,136,N,30-03-19,0,
T1810359,31017010,01-04-19,29-06-19,137,N,29-06-19,0,
T1810360,31010088,01-02-19,20-03-19,325,N,20-03-19,0,
T1810360,31010088,01-04-19,29-06-19,326,N,29-06-19,0,
T1810360,31017010,01-02-19,20-03-19,318,N,20-03-19,0,
T1810360,31017010,01-04-19,29-06-19,319,N,29-06-19,0,
T1810361,31050104,06-05-19,31-07-19,38,N,31-07-19,0,
T1810361,31050104,23-10-18,30-11-19,125,N,30-11-19,0,
T1810361,31050116,06-05-19,31-07-19,12,N,31-07-19,0,
T1810361,31050116,23-10-18,30-11-19,39,N,30-11-19,0,
T1810362,31050104,11-12-18,20-03-19,31,N,20-03-19,0,1
T1810362,31050104,01-04-19,31-05-19,44,N,31-05-19,0,2
T1810362,31050104,01-06-19,31-07-19,38,N,31-07-19,0,3
T1810362,31050104,01-08-19,30-09-19,12,N,30-09-19,0,4
T1810362,31050104,06-05-19,31-07-19,7,N,31-07-19,0,5
T1810362,31050104,01-10-19,31-10-19,31,N,30-11-19,0,6
T1810362,31050116,11-12-18,20-03-19,10,N,20-03-19,0,7
T1810362,31050116,01-09-19,31-10-19,9,N,30-11-19,0,9
T1810362,31050116,01-08-19,30-08-19,3,N,30-09-19,0,10
T1810362,31050116,06-05-19,31-07-19,3,N,31-07-19,0,11
T1810362,31050116,01-06-19,31-07-19,12,N,31-07-19,0,12
T1810362,31050116,01-04-19,31-05-19,14,N,31-05-19,0,8
T1810363,31050104,15-02-19,30-08-19,125,N,30-08-19,0,
T1810363,31050104,01-10-19,31-12-19,7,N,31-12-19,0,
T1810363,31050116,15-02-19,30-09-19,39,N,30-09-19,0,
T1810363,31050116,01-12-19,31-12-19,3,N,31-12-19,0,
T1810364,31050104,15-10-18,30-11-19,125,N,30-11-19,0,
T1810364,31050104,01-12-19,31-12-19,38,N,31-12-19,0,
T1810364,31050116,15-10-18,30-11-19,39,N,30-11-19,0,
T1810364,31050116,01-12-19,31-12-19,12,N,31-12-19,0,
T1810365,31327011,25-10-18,22-11-18,54,N,22-11-18,0,
T1810365,31327102,25-10-18,22-11-18,108,N,22-11-18,0,
T1810366,33500083,02-09-19,30-09-19,420,N,30-09-19,0,
T1810366,33500083,25-10-18,31-01-19,350,N,31-01-19,0,
T1810366,33500083,01-02-19,30-03-19,350,N,30-03-19,0,
T1810366,33500083,01-04-19,29-06-19,350,N,29-06-19,0,
T1810366,33500083,01-07-19,30-08-19,350,N,30-08-19,0,
T1810366,33500174,02-09-19,30-09-19,666,N,30-09-19,0,
T1810366,33500174,25-10-18,31-01-19,555,N,31-01-19,0,
T1810366,33500174,01-02-19,30-03-19,555,N,30-03-19,0,
T1810366,33500174,01-04-19,29-06-19,555,N,29-06-19,0,
T1810366,33500174,01-07-19,30-08-19,555,N,30-08-19,0,
T1810367,33500083,01-07-19,30-08-19,1300,N,31-01-20,0,1
T1810367,33500083,01-04-19,29-06-19,650,N,31-01-20,0,2
T1810367,33500174,01-07-19,30-08-19,740,N,31-01-20,0,3
T1810367,33500174,01-04-19,29-06-19,370,N,31-01-20,0,4
T1810368,31320594,26-10-18,20-11-18,600,N,31-12-18,0,
T1810369,31010131,01-11-18,30-11-18,4700,Y,01-12-18,0,
T1810370,30020440,01-11-18,07-01-19,991,N,07-01-19,0,
T1810370,30020669,01-11-18,07-01-19,991,N,07-01-19,0,
T1810371,31038311,31-10-18,30-03-19,107,Y,30-03-19,0,1
T1810372,33503904,15-11-18,15-05-19,152,N,15-07-19,0,
T1810373,30010913,01-11-18,30-04-19,560,N,30-04-19,0,1
T1810374,33500083,01-11-18,30-03-19,520,N,30-09-19,0,1
T1810374,33500174,01-11-18,30-03-19,480,N,30-09-19,0,2
T1810375,33500174,01-11-18,30-03-19,260,N,31-10-19,0,
T1810376,33504090,01-03-19,31-05-19,167,N,30-08-20,0,1
T1810376,33504090,01-11-18,31-12-18,167,N,20-02-19,0,2
T1810377,33504090,01-03-19,31-05-19,248,N,30-08-20,0,1
T1810377,33504090,01-11-18,31-12-18,248,N,11-04-19,0,2
T1810378,31100027,01-11-18,30-11-18,621,N,30-11-18,0,
T1810379,31990034,11-03-19,30-05-19,500,N,30-05-19,0,
T1810380,30050019,06-11-18,26-11-18,149,N,26-11-18,0,
T1810381,33500101,06-11-18,30-03-19,300,Y,30-03-19,0,1
T1810382,33500101,06-11-18,30-03-19,200,Y,30-03-19,0,1
T1810383,33500101,01-07-19,31-08-19,463,N,31-08-19,0,1
T1810383,33500101,06-11-18,31-01-19,464,N,31-01-19,0,2
T1810383,33500101,02-09-19,31-10-19,557,N,31-10-19,0,3
T1810383,33500101,01-04-19,29-06-19,464,N,16-08-19,0,4
T1810383,33500101,15-02-19,20-03-19,464,N,27-04-19,0,5
T1810384,33500101,06-11-18,31-01-19,245,N,31-01-19,0,
T1810384,33500101,15-02-19,20-03-19,245,N,20-03-19,0,
T1810384,33500101,01-04-19,29-06-19,245,N,29-06-19,0,
T1810384,33500101,01-07-19,31-08-19,245,N,31-08-19,0,
T1810384,33500101,02-09-19,31-10-19,294,N,31-10-19,0,
T1810385,33502006,02-12-19,31-12-19,74,N,31-12-19,0,
T1810385,33502006,01-04-19,30-11-19,248,N,30-11-19,0,
T1810386,33502006,02-12-19,31-12-19,74,N,31-12-19,0,
T1810386,33502006,01-04-19,31-05-19,62,N,31-05-19,0,
T1810386,33502006,01-06-19,31-07-19,62,N,31-07-19,0,
T1810386,33502006,01-08-19,30-09-19,62,N,30-09-19,0,
T1810386,33502006,01-10-19,30-11-19,61,N,30-11-19,0,
T1810387,33502006,01-06-19,31-08-19,124,N,31-08-19,0,1
T1810387,33502006,02-09-19,28-02-20,37,N,28-02-20,0,2
T1810388,30986606,15-11-18,31-05-19,24,N,31-05-19,0,
T1810389,30986000,15-11-18,15-01-19,23,N,15-01-19,0,
T1810390,31010131,14-11-18,31-05-19,1000,N,31-05-19,0,
T1810390,35017016,14-11-18,31-05-19,1000,N,31-05-19,0,
T1810391,35017028,15-11-18,30-03-19,75,Y,30-03-19,0,1
T1810392,31020136,16-11-18,17-12-18,2000,N,17-12-18,0,2
T1810392,31020136,01-03-19,15-04-19,3525,N,24-01-20,0,1
T1810393,30020440,16-11-18,30-03-19,1610,N,30-03-19,0,
T1810393,30020669,16-11-18,30-03-19,960,N,30-03-19,0,
T1810393,30027019,16-11-18,30-03-19,975,N,30-03-19,0,
T1810393,31990101,16-11-18,30-03-19,320,N,30-03-19,0,
T1810394,33503989,01-08-19,31-10-19,50,N,31-10-19,0,1
T1810394,33503989,26-08-19,31-12-19,52,N,28-02-20,0,2
T1810394,33503989,01-03-19,30-04-19,50,N,30-04-19,0,3
T1810394,33503989,01-05-19,31-07-19,50,N,31-07-19,0,4
T1810395,33503989,01-03-19,30-04-19,75,N,29-06-19,0,
T1810395,33503989,01-05-19,31-07-19,75,N,31-07-19,0,
T1810395,33503989,01-08-19,31-10-19,75,N,31-10-19,0,
T1810395,33503989,26-08-19,31-12-19,78,N,31-12-19,0,
T1810396,33503989,01-03-19,30-04-19,22,N,30-04-19,0,1
T1810396,33503989,01-11-19,31-12-19,23,N,08-02-20,0,2
T1810396,33503989,01-08-19,31-10-19,22,N,31-10-19,0,3
T1810396,33503989,01-05-19,31-07-19,22,N,31-07-19,0,4
T1810397,33500241,01-03-19,20-04-19,1590,Y,30-07-19,0,1
T1810398,33500241,01-03-19,20-04-19,1060,N,20-04-19,0,
T1810399,30986448,01-02-19,22-03-19,933,N,28-09-19,0,
T1810399,30986448,01-04-19,29-06-19,933,N,28-09-19,0,
T1810399,30986448,20-11-18,21-01-19,204,N,28-09-19,0,
T1810400,30050019,01-04-19,30-04-19,40,N,30-04-19,,
T1810400,30050019,01-05-19,30-06-19,38,N,30-06-19,,
T1810400,31050010,20-11-18,31-01-19,72,N,31-01-19,0,
T1810400,31050010,01-04-19,30-04-19,71,N,30-04-19,0,
T1810400,31050010,01-05-19,31-07-19,71,N,31-07-19,0,
T1810400,31050020,02-09-19,31-10-19,116,N,31-10-19,0,
T1810400,31050020,20-11-18,31-01-19,98,N,31-01-19,0,
T1810400,31050020,01-04-19,30-04-19,98,N,30-04-19,0,
T1810400,31050020,01-05-19,31-07-19,98,N,31-07-19,0,
T1810400,31050020,01-08-19,31-08-19,91,N,31-08-19,0,
T1810401,30050019,01-04-19,30-04-19,58,N,09-05-19,,
T1810401,30050019,01-05-19,30-06-19,58,N,30-06-19,,
T1810401,31050010,20-11-18,31-01-19,109,N,05-02-19,0,
T1810401,31050010,01-04-19,30-04-19,109,N,09-05-19,0,
T1810401,31050010,01-05-19,31-07-19,109,N,31-07-19,0,
T1810401,31050020,20-11-18,31-01-19,149,N,05-02-19,0,
T1810401,31050020,01-04-19,30-04-19,149,N,09-05-19,0,
T1810401,31050020,01-05-19,31-07-19,149,N,31-07-19,0,
T1810402,30050019,01-04-19,30-04-19,25,N,30-04-19,,
T1810402,30050019,01-05-19,30-06-19,24,N,30-06-19,,
T1810402,31050010,01-04-19,31-07-19,221,N,31-07-19,0,
T1810402,31050010,20-11-18,31-01-19,34,N,31-01-19,0,
T1810402,31050020,04-04-19,31-05-19,109,N,31-05-19,0,
T1810402,31050020,01-04-19,31-07-19,294,N,31-07-19,0,
T1810402,31050020,20-11-18,31-01-19,55,N,31-01-19,0,
T1810403,31050010,01-05-19,31-07-19,160,N,31-07-19,0,
T1810403,31050010,20-11-18,30-04-19,320,N,30-04-19,0,
T1810403,31050020,01-05-19,31-07-19,219,N,31-07-19,0,
T1810403,31050020,20-11-18,30-04-19,438,N,30-04-19,0,
T1810404,33501002,22-11-18,31-05-19,840,N,31-05-19,0,
T1810404,33502191,22-11-18,31-05-19,40,N,31-05-19,0,
T1810404,33509001,22-11-18,31-05-19,60,N,31-05-19,0,
T1810404,33509311,22-11-18,31-05-19,40,N,31-05-19,0,
T1810405,33500447,01-03-19,31-05-19,531,N,31-05-19,0,1
T1810405,33500447,01-06-19,31-07-19,398,N,31-07-19,0,2
T1810405,33500447,01-08-19,30-09-19,398,N,30-09-19,0,3
T1810405,33501002,01-03-19,31-05-19,2110,N,31-05-19,0,4
T1810405,33501002,01-06-19,31-07-19,1583,N,31-07-19,0,5
